Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;camere;camere_piano;categoria;insegna;nro_apparecchi_tel_ricettiva;numero_servizi;numero_servizi_piano;piani_tot;piano_piano;posti_letto;posti_letto_piano;tipo_att_strut_extra;MUNICIPIO;LONGIT;LATIT;Location
AL/927;Via PIRELLI GIOVANNI BATTISTA N. 20 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;Via PIRELLI GIOVANNI BATTISTA;20;1195;141;;4 stelle;HOTEL LAGARE;;;;;;320;;Albergo;2;9.1986993678;45.4841197476;45.4841197476, 9.1986993678
AL/943;Via GOLDONI CARLO N. 84 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via GOLDONI CARLO;84;3183;8;;1 stella;Hotel La Felicità;;;;;;16;;Albergo;3;9.22187582235;45.4692670111;45.4692670111, 9.22187582235
AL/930;Via OLIVETANI (DEGLI) N. 4 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via OLIVETANI (DEGLI);4;6220;75;;3 STELLE;;;;;;;145;;Albergo;1;9.16960490174;45.4627700867;45.4627700867, 9.16960490174
AL/938;Via BOSCOVICH RUGGERO N. 55 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;Via BOSCOVICH RUGGERO;55;2131;5;;1;DIPENDENZA HOTEL DUE GIARDINI;;;;;;7;;Albergo;3;9.20864574222;45.4795876981;45.4795876981, 9.20864574222
AL/942;Via ANDEGARI N. 9 con accesso anche in via monte di pieta' 18 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;Via ANDEGARI;9;120;104;;5 STELLE LUSSO;HOTEL MANDARIN ORIENTAL (condhotel);;;;;;248;;Albergo;1;9.19110803907;45.4693672081;45.4693672081, 9.19110803907
C-AL/148;Viale ISONZO N. 2 (z.d. 5);ATTIVITA RICETTIVE - Strutt. albergh.;Viale ISONZO;2;4211;65;0;4;hotel mayor;;;0;8;;129;0;Albergo;5;9.20910894652;45.4471653334;45.4471653334, 9.20910894652
AL/954;VIA FIORAVANTI ARISTOTILE N. 6 (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;VIA FIORAVANTI ARISTOTILE;6;7236;124;;;HOTEL VIU MILAN;;;;;;250;;Albergo;8;9.17765441518;45.4831910516;45.4831910516, 9.17765441518
AL/955;PIAZZA QUATTRO NOVEMBRE N. 3 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;PIAZZA QUATTRO NOVEMBRE;3;1199;299;;;NYX MILAN BY LEONARDO HOTELS;;;;;;611;;Albergo;2;9.20188676325;45.4869526509;45.4869526509, 9.20188676325
AL/953;VIA MAC MAHON N. 45A (z.d. 8);ATTIVITA RICETTIVE - Strutt. albergh.;VIA MAC MAHON;45A;658;23;;4 stelle;hotel boutique Duomo;;;;;;38;;Albergo;;;;
AL/956;VIA GIUSTIZIA (DELLA) N. 10 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;VIA GIUSTIZIA (DELLA);10;1410;145;;4 STELLE;;;;;;;290;;Albergo;2;9.20590466234;45.499091967;45.499091967, 9.20590466234
AL/959;VIA VALTORTA (DEI) N. 21 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;VIA VALTORTA (DEI);21;2324;13;;;H21;;;;;;24;;Albergo;2;9.22310263056;45.4993972042;45.4993972042, 9.22310263056
AL/961;PIAZZA DUOMO (DEL) N. 10 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;PIAZZA DUOMO (DEL);10;1;;;;;;;;;;;;;1;9.1905509194;45.4630786564;45.4630786564, 9.1905509194
AL/957;VIA SPALLANZANI LAZZARO N. 6 (z.d. 3);ATTIVITA RICETTIVE - Strutt. albergh.;VIA SPALLANZANI LAZZARO;6;2153;10;;;SUMA HOTEL;;;;;;24;;Albergo;3;9.20648618272;45.4753436298;45.4753436298, 9.20648618272
AL/958;VIA HUGO VICTOR N. 4 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;VIA HUGO VICTOR;4;548;9;;1 stella;;;;;;;17;;Albergo;1;9.18705283227;45.4638433758;45.4638433758, 9.18705283227
AL/962;VIA TOMASO (SAN) N. 2 (z.d. 1);ATTIVITA RICETTIVE - Strutt. albergh.;VIA TOMASO (SAN);2;723;34;;3 stelle;Milano Castello;;;;;;80;;Albergo;1;9.18498123483;45.4673422205;45.4673422205, 9.18498123483
AL/963;VIA SAVONA N. 18 (z.d. 6);ATTIVITA RICETTIVE - Strutt. albergh.;VIA SAVONA;18;5122;43;;4 stelle;Albergo Savona 18 Suites;;;;;;83;;Albergo;6;9.16753243607;45.4552524813;45.4552524813, 9.16753243607
AL/960;VIA TORRIANI NAPO N. 9 (z.d. 2);ATTIVITA RICETTIVE - Strutt. albergh.;VIA TORRIANI NAPO;9;2126;92;;3 STELLE;B&B HOTEL MILANO CENTRAL STATION;;;;;;150;;Albergo;2;9.20339843269;45.4814814278;45.4814814278, 9.20339843269
